siteID,sitename,siteNumInCensus,year,established,ts_length,cov_hours,cov_visits,cov_times,cov_notes,area,richness,territories,terr_notes,weather
211,MATURE BROADLEAF-CONIFEROUS FORESTED,651991.0,1991.0,1991.0,1,27.0,10,," (10 sunrise); 13, 18, 25, 27, 28 May; 1, 8, 9, 15, 29 June.",21.5,35.0,131.0,244/40 ha,"Mean start temp., 198°C (range 13-26°C). Temperature departure from average for the census period, +2.8°C. Precipitation departure from average for: May, +4.5 cm, June, -1.1 cm. Data source: Bradley Airport, Windsor Locks, CT."
212,OAK-HEMLOCK FOREST,661991.0,1991.0,1953.0,21,24.9,20,," (20 sunrise); 18, 23, 26, 30 May; 2, 6, 8, 16, 19, 23, 24, 30 June; 7 July.",23.1,32.0,102.0,177/40 ha,"Mean start temp., 152°C (range 10-19°C)."
213,UPLAND OAK,671991.0,1991.0,1989.0,3,8.1,8,," (8 sunrise); 25, 29, 31 May; 5, 11, 14, 17, 21 June.",10.5,19.0,92.0,350/40 ha,"Mean start temp, 154°C (range 8-21°C). Rainfall of 12.7 cm for May and June was well below the 19.6 cm mean for the same period since 1983."
160,YOUNG MIXED HARDWOOD-CONIFER STAND,681991.0,1991.0,1978.0,14,13.8,8,," (1 sunrise, 4 sunset); 17, 31 May; 1, 6, 7, 11, 21, 22 June.",8.5,42.0,99.5,468/40 ha,"Mean start temp., 20°C (range 10-27°C)."
162,MIXED OAK-VIRGINIA PINE FOREST,691991.0,1991.0,1990.0,2,63.4,15,," (14 sunrise); 8, 11, 14,17, 22, 29 May; 1, 5, 8, 11, 14, 18, 21, 24, 27 June.",38.0,43.0,186.0,196/40 ha,No data provided. Mean daily temperatures were well above average during May. Precipitation during May through August was about one-third below normal.
163,TAMARACK BOG AND HARDWOOD,701991.0,1991.0,1976.0,16,8.0,8,," (8 sunrise); 1, 2, 8, 9, 15, 16, 22, 23 June.",8.5,13.0,19.0,89/40 ha,"Mean start temp., 162°C (range 13-18°C)."
214,ASPEN-PINE WILDERNESS,711991.0,1991.0,1991.0,1,19.0,8,," (4 sunrise, 1 sunset); 23, 25, 27 June; 1, 2, 3, 9, 11 July.",13.4,15.0,79.5,237/40 ha,"Mean start temp, 204°C (range 18-24°C)."
215,MATURE RED PINE FOREST WITH DECIDUOUS UNDER-,721991.0,1991.0,1990.0,2,25.8,9,," (7 sunrise, 2 sunset); 18, 21, 23, 25, 28, 30 June; 5, 6, 7 July.",10.0,18.0,128.5,514/40 ha,"Mean start temp, 16.1°C (range 13-22°C)."
216,MIXED PINE-ASPEN FOREST,731991.0,1991.0,1991.0,1,26.5,9,," (6 sunrise, 1 sunset); 8, 11, 18, 19, 22, 25, 28, 29 June.",10.0,15.0,73.5,294/40 ha,"Mean start temp, 193°C (range 18-24°C)."
217,YOUNG ASPEN FOREST WITH SCATTERED,741991.0,1991.0,1990.0,2,24.5,8,," (6 sunrise, 2 sunset); 18, 20, 25, 28, 30 June; 2, 3 July.",10.3,28.0,121.5,472/40 ha,"Mean start temp, 197°C (range 16-28°C)."
38,UPLAND MIXED PINE-SPRUCE-HARDWOOD,751991.0,1991.0,1974.0,18,17.3,10,," (3 sunset); 29 March; 29 April; 5, 19, 30 May; 6, 13, 20, 27 June; 5 July.",16.6,32.0,88.0,212/40 ha,"Mean start temp., 17.6°C (range 9-27°C). See BBC #55."
165,MATURE HEMLOCK-HARDWOOD FOREST,761991.0,1991.0,1990.0,2,24.5,8,," (7 sunrise, 1 sunset); 20, 30 May; 1, 10, 18, 24, 26 June; 8 July.",10.0,31.0,108.5,434/40 ha,"Mean start temp., 20°C (range 16-27°C). Mean average temp. for May 4°C above normal, precipitation 0.4 cm above normal. Mean average temp. for June 4.5°C above normal, precipitation 6.6 cm below average. Source: National Weather Service, Mound City."
218,DRY COTTONWOOD-JUNIPER SAVANNAH,771991.0,1991.0,1991.0,1,19.0,10,," (9 sunrise, 1 sunset); 1, 2, 3, 6, 14, 16, 17, 19, 20, 25 June.",10.5,10.0,26.0,99/40 ha,"Mean start temp, 20°C (range 17-22°C)."
219,INTERGRADING DUNE-SWALE SAVANNAH,781991.0,1991.0,1965.0,5,25.0,10,," (8 sunrise, 2 sunset); 31 May; 1, 2, 3, 6, 15, 19, 27, 30 June.",11.0,10.0,33.5,122/40 ha,"Mean start temp, 19°C (range 1522°C)."
220,RED OAK-WHITE PINE SAVANNAH,791991.0,1991.0,1991.0,1,26.0,10,," (8 sunrise, 2 sunset); 10, 19, 20, 21, 25, 26 June; 2, 11, 12 July.",11.0,19.0,60.0,218/40 ha,"Mean start temp., 22°C (range 19-23°C)."
221,HARDWOOD FOREST WITH SCATTERED PINE,801991.0,1991.0,1991.0,1,16.0,10,," (10 sunrise); 22, 24, 25, 29 May; 2, 6, 8, 12, 18, 30 June.",19.2,28.0,91.5,191/40 ha,"Mean start temp., 148°C (range 5~21°C)."
222,MATURE UPLAND OAK-BEECH-WHITE PINE FOREST,811991.0,1991.0,1991.0,1,39.1,14,," (11 sunrise, 1 sunset); 17, 20, 22, 25, 29 May; 6, 9, 10, 16, 22, 23 June; 1, 4 July.",102.0,28.0,85.5,335/40 ha,"Mean start temp., 15°C (range 3-20°C). Temperature and precipitation departures, respectively, from the 100yr mean for: May, +3.2°C, -2.7 cm; June, + 12°C, -4.9 cm; July, +0.5°C, -3.7 cm. Data source: University of Rhode Island weather station, Kingston, RI."
223,MATURE DECIDUOUS-CONIFEROUS FOREST,821991.0,1991.0,1991.0,1,19.3,12,," (12 sunrise); 21 April; 8 May; 4, 6, 9, 11, 13, 16, 17, 18 June; 6, 16 July.",10.2,47.0,54.5,214/40 ha,"Mean start temp, 18°C (range 8-23°C)."
29,HEMLOCK-WHITE PINE-MIXED HARDWOOD FOREST,831991.0,1991.0,1979.0,6,11.7,9,," (8 sunrise, 1 sunset); 13, 17, 25, 27 May; 1, 4, 9, 13, 29 June.",6.1,14.0,35.5,233/40 ha,"Mean start temp., 169°C (range 13-21°C)."
224,MIXED PINE,841991.0,1991.0,1981.0,5,15.9,10,," (8 sunrise, 1 sunset); 4, 5, 6, 9, 11, 12, 13, 21, 24, 27 June.",6.1,15.0,31.0,203/ 40 ha,"Mean start temp., 155°C (range 9-24°C)."
225,SLOPED MIXED DECIDUOUS-CONIFEROUS FOREST,851991.0,1991.0,1991.0,1,32.9,11,," (11 sunrise); 23, 27 May; 1, 5, 8, 11, 13, 26 June; 3, 6, 16 July.",12.3,35.0,40.0,130/40 ha,"Mean start temp., 136°C (range 9-20°C). Temperature and precipitation departures, respectively, from the 30-yr mean for: May, +1.8°C, -2.3 cm; June, +0.4°C, -1.4 cm; July, -0.6°C., -3.2 cm. Source: Fairbanks Museum, Cavendish reporting station."
80,SUBURBAN CEMETERY,861991.0,1991.0,1978.0,12,22.0,22,," (16 sunrise); 16, 20, 25 March; 1, 8, 15, 17, 24, 25, 26, 27 April; 3, 7, 11, 20, 27 May; 3, 10, 17, 23, 30 June; 10 July.",15.0,20.0,60.0,160/40 ha,"Mean start temp., 16.9°C (range 7-28°C)."
226,MATURE UPPER MIXED-CONIFEROUS,871991.0,1991.0,1985.0,7,120.0,24,," (24 sunrise); 28, 29, 31 May; 3, 5, 6, 10, 11, 13, 14, 18, 19, 21, 24, 26, 28 June.",42.3,39.0,282.5,268/40 ha,"Mean start temp., 7°C (range 1-14°C). Due to heavy snow storms during March, there was a considerable amount of snow covering the plot when censusing began."
44,MOUNTAIN MEADOW AND OPEN CONIFEROUS FOREST,881991.0,1991.0,1981.0,10,27.5,13,,"; 10, 20 May; 9, 26 June; 3, 5, 6, 18 July; 6, 7, 21, 22, 23 August.",13.0,24.0,60.0,185/40 ha,"Mean start temp., 149°C (range 11-20°C)."
227,TRANSITION FOREST AND THICKET,891991.0,1991.0,1953.0,21,8.8,10,," (10 sunrise); 18, 26, 30 May; 2, 8, 16, 19, 23, 30 June; 7 July.",6.5,21.0,21.5,132/40 ha,"Mean start temp, 16°C (range 10-19°C)."
120,BULRUSH AND CATTAIL MARSH IN CONIFER FOREST,901991.0,1991.0,1975.0,15,24.0,8,," (6 sunrise, 1 sunset); 16 April; 28 May; 1, 2, 8, 9, 21 June; 6 July.",40.5,55.0,244.0,240/40 ha,"Mean start temp., 161°C (range 926°C)."
228,DECIDUOUS FOREST WITH POND,911991.0,1991.0,1964.0,28,9.0,9,," (9 sunrise; maximum number of observers/trip, 8); 14, 16, 21, 23, 28, 30 May; 6, 11, 13 June.",16.2,19.0,36.0,89/40 ha,"Mean start temp., 139°C (range 7-18°C)."
169,SUBURBAN BIRD SANCTUARY,921991.0,1991.0,1983.0,8,9.5,8,," (6 sunrise, 2 sunset); 5, 15, 26 May; 1, 20 June; 5, 11, 15 July.",10.8,26.0,47.5,176/40 ha,"Mean start temp, 21.1°C (range 18-24°C)."
229,DISTURBED OAK-HICKORY,931991.0,1991.0,1937.0,49,75.5,8,,"; 1, 14, 15, 28 June; 26 July; 22, 30 August; 11 September.",14.2,32.0,69.0,194/40 ha,"Mean start temp, 25°C (range 21-29°C)."
170,FIELD,941991.0,1991.0,1989.0,3,14.8,8,," (1 sunrise, 2 sunset); 27 April; 25 May; 1, 8, 14, 28, 29 June; 1 July.",6.6,21.0,122.0,739/40 ha,"Mean start temp, 228°C (range 1729°C)."
230,SEDGE-TAMARACK DUNE POND,951991.0,1991.0,1978.0,2,24.0,10,," (8 sunrise, 2 sunset); 13, 14, 16, 17, 18, 19, 21, 24, 25 June; 1 July.",10.0,10.0,58.5,234/40 ha,"Mean start temp., 22°C (range 19-24°C)."
231,SHRUBBY TREES,961991.0,1991.0,1990.0,2,12.4,8,," (1 sunrise, 1 sunset); 27 April; 25 May; 1, 8, 14, 19, 29 June; 1 july.",7.3,21.0,60.0,329/40 ha,"Mean start temp, 229°C (range 19-27°C)."
232,SCATTERED MIXED CONIFEROUS FOREST IN,971991.0,1991.0,1973.0,19,15.8,8,," (6 sunrise); 3, 4, 9, 10, 15, 16, 17, 21 July. Census was started late in the season due to weather.",32.4,8.0,18.0,22/40 ha,"Mean start temp, 26.6""0 (range 18-43°C). Heavy snows blanketed the census area in May and June."
131,COASTAL FRESHWATER MARSH,981991.0,1991.0,1985.0,7,9.1,8,," (1 sunrise); 4, 10, 18 April; 1, 10, 15, 22, 29 May.",10.5,19.0,103.0,392/ 40 ha,"Mean start temp, 8°C (range 641°C). Total precipitation for the census period (3.81 cm) was near the 37-yr mean of 4.81 cm (Data source, Audubon Canyon Ranch, unpubl.). 1991 was the fifth consecutive yr of below-average winter rainfall."
139,NORTHERN OAK WOODLAND,11992.0,1992.0,1990.0,3,11.7,10,," (4 sunrise); 25 March; 2, 7, 16, 22, 29 April; 6, 14, 20, 28 May.",16.0,23.0,41.0,103/40 ha,"Mean start temp., 11.9""C (range 7-15°C). Seasonably mild with winter rainfall approaching normal after five years of drought."
88,RIPARIAN WOODLAND,21992.0,1992.0,1989.0,4,19.6,10,," (8 sunrise, 2 sunset); 18, 19, 25 April; 2, 16, 23 May; 7, 13, 19 June; 5 July.",11.7,33.0,169.0,578/40 33 ha,"Mean start temp., 163°C (range 12-24°C). Temperatures were near normal for the study period. Rainfall was below average following above-average winter rains."
180,WESTERN SYCAMORE WOODLAND WITH,31992.0,1992.0,1990.0,3,65.5,13,," (13 sunrise); 9, 13, 19 March; 6, 14, 18, 23, 28, 30 April; 8, 15, 25 May; 4 June. Maximum number of observers/visit, 15.",15.9,33.0,110.0,277/40 ha,"Mean start temp., 10.0°C (range 3-19°C). This is the sixth year of drought in the state. Temperature and cloud conditions were normal for the season. Locally, rainfall was near normal."
233,WILLOW RIPARIAN WOODLAND AND EDGE,41992.0,1992.0,1992.0,1,26.5,12,," (12 sunrise); 28 February; 8, 11, 20, 26 March; 7, 13, 24 April; 5, 11, 19, 27 May.",8.1,16.0,47.0,232/40 ha,"Mean start temp, 11.7°C (range 9-14°C). This is the sixth year of drought in central California, with only 80% of normal rainfall."
90,MIXED HARDWOOD POLETIMBER,51992.0,1992.0,1965.0,26,11.3,7,," (1 sunrise, 4 sunset); 19, 20 May; 3, 9, 10, 15, 17 June.",8.5,42.0,96.5,454/40 ha,"Mean start temp, 207°C (range 15-27°C). The average minimum and maximum temperatures at our weather station in both May (6°C, 21°C) and June (10°C, 24°C) were below our 8-yr averages and well below last year's exceptionally high figures. Precipitation in May (5.2 cm) was below average, but in June (19.1 cm) it was above average."
234,OAK-HARDWOOD FOREST,61992.0,1992.0,1986.0,5,23.8,12,," (9 sunrise, 3 sunset); 2, 3, 5, 9, 11, 15, 17, 21, 23, 26 June; 1, 3 July.",15.8,21.0,62.5,159/40 ha,"Mean start temp., 135°C (range 7-26°C)."
3,SECOND-GROWTH HARDWOOD FOREST,71992.0,1992.0,1965.0,26,13.0,7,," (1 sunrise, 2 sunset); 19, 20, 27 May; 3, 9, 17 June.",10.1,50.0,117.0,463/40 ha,"Mean start temp., 19.9°C (range 14-24°C). The average minimum and maximum temperatures at our weather station in both May (6°C, 21°C) and June (10°C, 24°C) were below our 8-yr averages and well below last year's exceptionally high figures. Precipitation in May (5.2 cm) was below average, but in June (19.1 cm) it was above average."
161,CENTRAL HARDWOOD FOREST WITH SCATTERED PINE,81992.0,1992.0,1948.0,44,31.4,21,," (20 sunrise, 1 sunset); 29 March; 5, 8, 19, 20 April; 3, 10, 13, 17, 23, 24 May; 7, 10, 14, 17, 21, 26, 29 June; 2, 5, 11 July.",26.3,24.0,66.0,100/40 ha,"Mean start temp., 14.9°C (range 7-24°C). Some fog or mist on four visits."
85,MIXED UPLAND BROADLEAF FOREST,91992.0,1992.0,1959.0,34,102.8,29,," (29 sunrise); 4, 6, 9, 13, 17, 20, 23 April; 3, 12, 19, 20, 24, 28,29 May; 10, 12, 13, 14, 16, 17, 20, 22, 23, 26, 27, 28, 29 June.",14.2,41.0,281.5,793/40 ha,"Mean start temp., 19.4°C (range 5-29°C). The wind was at Beaufort scale 4 during 5 visits. Total precipitation for April through June was 21.1 cm (3.3 cm below average). Temperature was below average, following the second mild winter in succession. Source: NOAA data from National Airport."
181,WHITE ALDER-BLACK LOCUST-HACKBERRY RIPARIAN,101992.0,1992.0,1991.0,2,31.4,13,," (13 sunrise); 13, 14, 15, 22 May; 8, 10, 12, 13, 15, 17, 20, 22, 24 June.",5.3,20.0,36.0,272/40 ha,"Mean start temp, 129°C (range 6-19°C). Lower than average precipitation. The impact of grazing cattle was greater due to drought conditions (less vegetation to begin with)."
144,UPLAND TULIPTREE-MAPLE-OAK FOREST,111992.0,1992.0,1971.0,12,63.5,23,," (17 sunrise, 5 sunset); 25, 26 April; 2, 3, 9, 10, 16, 23, 25, 30 May; 6, 13, 18, 20, 22, 24, 25, 26, 28, 29, 30 June; 3, 6 July.",11.9,32.0,141.0,474/40 ha,"Mean start temp., 170°C (range 10-25°C). Temperature and precipitation departures, respectively, from the 30-yr means for: April, -2.2°C, -4.0 cm; May, -2.9°C, -1.3 cm; June, -2.3°C, -4.7 cm; July, +0.7°C, +3.0 cm. Source: Baltimore-Washington International Airport."
235,MIXED UPLAND HARDWOOD FOREST I,121992.0,1992.0,1992.0,1,16.0,8,," (3 sunrise); 17, 19, 21, 23, 29 June; 1, 10, 11 July.",20.9,19.0,95.0,182/40 ha,"Mean start temp., 110°C (range 7-16°C). Temperatures were below normal and precipitation was above normal throughout the study period."
236,MIXED UPLAND HARDWOOD FOREST II,131992.0,1992.0,1992.0,1,12.8,8,," (8 sunrise); 12, 24, 23 June; 1, 13, 21, 24, 31 July.",20.9,14.0,75.0,144/40 ha,"Mean start temp, 93°C (range 2-21°C). Rainfall was high during the study period, with rain on two visits. Fog occurred on one visit, and one visit was very cold."
237,MIXED UPLAND HARDWOOD FOREST III,141992.0,1992.0,1992.0,1,17.0,9,," (9 sunrise); 8, 11, 12, 20, 30 June; 2, 4, 9, 13 July.",20.9,20.0,103.0,197/40 ha,"Mean start temp., 9.7°C (range 4-19°C). Temperatures were below normal and rainfall was above normal for the study period. There was rain on one visit, fog on one visit, and very cold temperatures on one visit. The birds were quieter on those days."
238,MIXED UPLAND HARDWOOD FOREST IV,151992.0,1992.0,1992.0,1,13.2,8,," (8 sunrise); 11, 23, 29 June; 2, 7, 15, 22, 28 July.",20.9,13.0,68.5,131/40 ha,"Mean start temp., 11.0°C (range 2-16°C). Rainfall was high during the study period. One visit had fog and three were overcast or rainy."
239,OLD-GROWTH WOODS AND SWAMP FOREST,161992.0,1992.0,1989.0,4,29.5,8,," (2 sunrise, 1 sunset); 8, 12, 19, 28 May; 2, 9, 16, 23 June. Maximum number of observers/ visit, 3.",28.3,44.0,240.0,339/40 ha,"Mean start temp., 219°C (range 16-28°C). During May and June, precipitation was lower than normal and temperatures were near or below normal."
240,BASSWOOD-BLACK ASH FOREST WITH DEAD TIMBER,171992.0,1992.0,1979.0,6,32.8,8,," (6 sunrise, 1 sunset); 24, 27, 28 June; 5, 6, 7, 11, 12, 18 July. Two visits were done over a two-day period. Maximum number of observers/visit, 4.",11.5,30.0,132.5,461 /40 ha,"Mean start temp., 162°C (range 11-21°C). Cool and rainy."
241,MATURE ASPEN FOREST WITH,181992.0,1992.0,1990.0,3,24.7,8,," (8 sunrise); 24, 26, 27, 28, 30 June; 4, 7, 11 July. Maximum number of observers/ visit, 4.",10.0,23.0,93.0,372/40 ha,"Mean start temp., 10.0°C (range 4-16°C). Cool and rainy, unseasonably wet."
96,UPLAND SECOND-GROWTH OAK-HICKORY FOREST,191992.0,1992.0,1989.0,4,25.0,12,," (12 sunrise); 30 April; 1, 5, 7, 11, 13, 14, 16, 19, 20, 23, 27 May.",10.0,38.0,162.0,648/40 ha,"Mean start temp., 17.1°C (range 10-22°C). Dry almost entire study period. Rainfall 33 cm below normal for Jan. through May."
148,FLOODPLAIN FOREST,201992.0,1992.0,1977.0,16,22.2,11,," (5 sunrise); 27, 28 April; 2, 10, 12, 14, 21, 23, 25 May; 2, 6 June.",12.6,36.0,119.5,379/40 ha,Start temps. (range 10-17°C).
100,MIXED DECIDUOUS FOREST,211992.0,1992.0,1976.0,17,21.0,11,," (8 sunrise); 27 April; 2, 10, 12, 14, 18, 21, 23, 25 May; 2, 6 June.",12.6,26.0,87.5,278/40 ha,Start temps. (range 10-18°C).
242,MATURE BEECH-MAPLE FOREST ON,221992.0,1992.0,1989.0,2,10.0,10,," (2 sunrise, 4 sunset); 6, 9, 10, 12, 13, 17, 22, 24, 25 June.",16.2,25.0,95.0,235/40 ha,"Mean start temp., 17.0°C (range 12-25°C)."
191,MATURE URBAN DECIDUOUS FOREST I,231992.0,1992.0,1987.0,6,23.9,10,,"; 16 April; 4, 15, 22, 28, 29 May; 10, 23, 26 June; 8 July.",10.1,17.0,62.0,246/40 ha,"Mean start temp., 17.1°C (range 13-24°C). April was 1.1°C below normal, May was 08°C. below normal, and June was 06°C below normal. The average temperature for these months was 08°C below the mean. Precipitation in April was 5.1 cm below normal, in May it was 0.6 cm above normal, and in June it was 3.9 cm above normal. Average precipitation for these months was 0.5 cm below normal. Source: National Weather Service."
243,MATURE URBAN DECIDUOUS FOREST II,241992.0,1992.0,1991.0,2,39.0,12,," (12 sunrise); 17, 21, 24, 28 May; 4, 12, 14, 18, 21, 23, 25, 29 June.",10.0,26.0,75.0,300/40 ha,"Mean start temp_, 14.4°C (range 8-19°C)."
194,URBAN DECIDUOUS WETLAND WITH STREAM,251992.0,1992.0,1991.0,2,17.7,10,," (10 sunrise); 12, 14, 19, 21, 26, 30 May; 2, 4, 10, 18 June.",10.0,17.0,38.0,152/40 ha,"Mean start temp., 123°C (range 9-19°C). Conditions throughout the study period were generally clear, cool, and calm."
244,YOUNG WHITE ASH-RED MAPLE FOREST ON,261992.0,1992.0,1986.0,7,10.0,10,," (3 sunrise, 3 sunset); 9, 10, 11, 12, 13, 14, 16, 19, 22, 24 June.",16.2,27.0,68.0,168/40 ha,"Mean start temp., 14.6°C (range 10-22°C)."
245,MATURE BROADLEAF FOREST,271992.0,1992.0,1991.0,2,26.2,10,," (10 sunrise); 23, 25, 31 May; 6, 13, 20, 27, 28 June; 11, 12 July.",16.0,25.0,92.5,231/40 ha,"Mean start temp., 149°C (range 5-21°C). Much cooler than last year when mean start temp. was 21.6°C."
102,RIPARIAN DECIDUOUS FOREST,281992.0,1992.0,1989.0,4,24.9,9,," (3 sunrise); 6, 23 May; 1, 7, 14, 28 June; 4, 11, 14 July.",18.0,36.0,140.5,312/40 ha,"Mean start temp, 17.6°C (range 6-26°C). Cooler than normal throughout the study period. Precipitation was normal in May, below normal in June, and above normal in July. Source: US. Weather Bureau, Toledo Express Airport."
197,DRY COTTONWOOD SAND DUNE,291992.0,1992.0,1973.0,4,42.3,14,," (12 sunrise, 2 sunset); 27 May; 1, 2, 4, 8, 11, 13, 16, 22, 23, 25, 27, 28 June.",10.0,10.0,22.5,90/40 ha,"Mean start temp., 142°C (range 8-22°C)."
198,RED ASH-RED OAK SAVANNAH,301992.0,1992.0,1991.0,2,33.3,13,," (10 sunrise, 2 sunset); 27, 31 May; 2, 4, 6, 8, 11, 13, 17, 23, 26, 27 June.",10.3,23.0,89.0,346/40 ha,"Mean start temp., 14.5°C (range 10-18°C). Light rain during 31 May visit."
199,RED OAK-IRONWOOD SAVANNAH,311992.0,1992.0,1979.0,3,52.0,14,," (7 sunrise, 2 sunset); 28 May; 1, 2, 3, 5, 8, 12, 13, 16, 22, 25, 26, 27, 30 June.",12.0,25.0,152.5,508/40 ha,"Mean start temp., 14.4°C (range 8-18°C)."
13,OAK-MAPLE RIDGE-TOP FOREST,321992.0,1992.0,1982.0,11,25.8,12,," (11 sunrise); 28 April; 6, 22, 23, 29, 30 May; 8, 13, 24, 30 June; 9, 14 July.",19.3,17.0,40.0,83/40 ha,"Mean start temp., 13.4°C (range 2-22°C)."
12,OAK-MAPLE SLOPE FOREST,331992.0,1992.0,1982.0,11,32.1,13,," (13 sunrise); 29 April; 13, 20, 23, 30 May; 2, 3, 10, 13, 17, 18, 23 June; 8 July.",16.9,22.0,46.5,110/40 ha,"Mean start temp, 11.9°C (range 2-22°C)."
203,SUBURBAN DECIDUOUS WOODLOT,341992.0,1992.0,1991.0,2,20.8,8,," (8 sunrise); 19, 22, 28, 29 May; 2, 3, 10, 26 June.",10.0,25.0,106.0,424/40 ha,"Mean start temp., 14.5°C (range 13-19°C)."
152,UPLAND OAK-RED MAPLE FOREST,351992.0,1992.0,1990.0,3,18.7,10,," (9 sunrise, 1 sunset); 29 May; 8, 16, 19, 22, 29 June; 7, 8, 11, 22 July.",10.1,24.0,85.0,337/40 ha,"Mean start temp., 16.7°C (range 9-24°C). May mean temperature (131°C) was near normal (132°C). June mean temperature (179°C) was near normal (182°C). July mean temperature (20.1°C) was slightly cooler than normal (212°C). May precipitation (2.6 cm) was below normal (10.5 cm). June precipitation (9.4 cm) was above normal (7.4 cm). July precipitation (8.1 cm) was near normal (7.6 cm). Source: University of Rhode Island weather station, Kingston, RI."
246,BOTTOMLAND HARDWOOD FOREST,361992.0,1992.0,1992.0,1,31.3,9,," (7 sunrise, 2 sunset); 7, 13, 20, 26, 28 May; 4, 9, 10, 14 June.",12.2,25.0,75.5,248/40 ha,"Mean start temp., 19.8°C (range 1126°C). The mean high temperature for May was 275°C and the mean low was 16.1°C (range 9-36°C). The mean daily temperature was 21.8°C, 0.7°C below the normal daily average of 225°C. Precipitation in May was 8.0 cm, 5.4 cm below the average of 13.4 cm. Although the rain total was lower than normal, there were 15 days in May with at least some measurable precipitation."
247,HARDWOOD SWAMP FOREST,371992.0,1992.0,1979.0,5,19.3,9,,"; 1, 11, 15, 19, 20, 26 May; 3, 8 June.",8.1,21.0,134.5,664/40 ha,"Temperatures ranged from 7°C to 34°C, with a 2-month average of 22°C. There were no significant winds or rain."
248,UPLAND HARDWOOD FOREST,381992.0,1992.0,1992.0,1,25.3,8,," (6 sunrise, 2 sunset); 5, 6, 12, 18 May; 3, 8, 10 June.",12.2,26.0,72.0,236/40 ha,"Mean start temp, 19.1°C (range 9-30°C). The mean high temperature for May was 275°C and the mean low was 161°C (range 9-36°C). The mean daily temperature was 21.8""C, 0.7°C below the normal daily average of 225°C. Precipitation in May was 8.0 cm, 5.4 cm below the average of 13.4 cm. Although the rain total was lower than normal, there were 15 days in May with at least some measurable precipitation."
249,MATURE MAPLE-BEECH-BIRCH FOREST,391992.0,1992.0,1992.0,1,33.7,13,," (9 sunrise, 4 sunset); 2, 3, 20 May; 9, 10, 11, 15, 16, 17 June; 13, 14 July.",10.2,21.0,88.0,345/40 ha,"Mean start temp., 165°C (range 10-24°C). There was heavy rainfall during the early part of the nesting season."
153,MESOPHYTIC FOREST I,401992.0,1992.0,1987.0,6,12.8,11,," (9 sunrise, 2 sunset); 24, 25, 26, 27, 28 May; 1, 2, 3, 6, 7, 11 June.",6.1,19.0,61.0,400/40 ha,"Mean start temp., 134°C (range 9-23°C). Temperatures were below average and precipitation was above average for the study period."
